,Player,Team,Pos,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
5,Almar Atlason,BRDLY,PF,9,17.4,5.8,2.0,4.1,0.486,1.7,3.2,0.517,0.1,0.4,0.25,0.0,1.1,1.1,0.4,0.0,0.2,0.7,2.8
6,Michael Rogan,FAIR,PF,8,18.0,5.8,2.1,5.0,0.425,1.5,2.9,0.522,0.0,0.1,0.0,0.5,1.5,2.0,0.5,0.5,0.0,1.4,1.3
7,Nils Cooper,PEPP,PF,12,18.7,5.7,1.8,4.1,0.449,0.3,1.6,0.211,1.7,2.4,0.69,1.4,1.3,2.7,0.7,1.1,0.3,0.6,1.4
8,Christian Coleman,UAB,PF,9,19.7,5.7,1.6,3.7,0.424,0.0,0.0,0.0,2.6,3.4,0.742,1.2,3.0,4.2,0.7,0.8,0.9,1.4,1.9
9,Kamari Lands,ASU,PF,9,25.3,5.7,1.6,7.1,0.219,0.8,3.4,0.226,1.8,2.6,0.696,0.2,3.1,3.3,1.7,1.0,0.3,0.7,1.9
10,Grant Newell,Cal,PF,9,26.9,5.7,2.1,5.1,0.413,0.8,2.2,0.35,0.7,1.3,0.5,1.7,2.0,3.7,0.3,0.8,0.3,1.8,3.0
11,Jalen Hawkins,ALCST,PF,9,17.3,5.7,2.0,6.3,0.316,0.3,2.7,0.125,1.3,2.0,0.667,0.4,1.7,2.1,1.1,0.7,0.1,0.8,1.0
12,Michael Belle,VCU,PF,10,26.1,5.6,1.5,4.8,0.313,0.5,1.9,0.263,2.1,2.7,0.778,1.9,3.4,5.3,1.3,0.5,0.7,1.9,2.1
13,Luke O'Brien,COLO,PF,9,21.4,5.6,2.1,5.3,0.396,0.7,2.0,0.333,0.7,0.8,0.857,1.3,2.9,4.2,1.8,1.0,0.7,1.2,1.6
14,Lucas Stieber,GWU,PF,11,25.8,5.5,1.8,5.7,0.317,0.5,2.9,0.188,1.4,2.0,0.682,0.0,3.9,3.9,2.0,0.5,0.4,0.7,1.1
15,Jacco Fritz,HOF,PF,10,23.7,5.5,2.4,3.6,0.667,0.1,0.3,0.333,0.6,1.3,0.462,1.7,3.2,4.9,1.9,0.6,1.2,1.5,3.5
16,Alston Andrews,DESU,PF,13,25.9,5.5,2.3,5.1,0.455,0.0,0.0,0.0,0.8,1.2,0.733,2.1,3.5,5.5,1.3,0.7,0.5,1.5,3.2
17,Jordan Simpson,SCSU,PF,11,18.4,5.5,2.2,6.6,0.329,0.3,1.5,0.188,0.8,1.5,0.529,1.1,1.5,2.5,1.1,0.6,0.0,1.3,1.1
18,Sam Hofman,TEM,PF,9,29.3,5.4,1.8,6.0,0.296,1.2,3.8,0.324,0.7,0.9,0.75,3.1,4.0,7.1,1.2,1.4,0.0,0.8,2.9
19,Nick Jourdain,MEMP,PF,9,18.4,5.4,2.2,3.1,0.714,0.6,1.0,0.556,0.4,0.7,0.667,1.8,2.1,3.9,0.7,0.0,0.7,0.3,2.2
20,Jemel Davis,CMU,PF,9,19.2,5.4,1.9,4.9,0.386,0.6,1.9,0.294,1.1,2.0,0.556,0.8,1.1,1.9,0.7,1.1,0.1,1.1,1.7
21,Keishon Porter,NCCU,PF,12,19.8,5.4,1.7,4.3,0.385,0.3,1.3,0.2,1.8,3.0,0.611,1.7,1.4,3.1,0.2,1.3,0.4,0.5,3.0
22,Alex Kotov,CAM,PF,10,17.7,5.4,1.6,3.8,0.421,0.0,0.4,0.0,2.2,3.8,0.579,0.8,3.1,3.9,1.1,0.5,0.5,1.5,1.0
23,Harry Rouhliadeff,HAW,PF,8,15.0,5.4,2.1,3.9,0.548,0.6,1.5,0.417,0.5,0.8,0.667,1.6,2.6,4.3,0.6,0.1,0.0,1.4,1.1
24,Louth-Mohamed Coulibaly,HC,PF,9,15.0,5.3,2.3,4.7,0.5,0.0,0.0,0.0,0.7,1.7,0.4,1.6,2.4,4.0,1.0,0.3,0.6,1.0,1.8
25,Akol Mawein,CSUS,PF,9,16.3,5.3,2.0,2.9,0.692,0.1,0.3,0.333,1.2,1.7,0.733,1.0,2.0,3.0,0.4,0.2,0.8,1.0,2.6
26,Chandler Lawson,ARK,PF,10,15.6,5.3,2.2,3.8,0.579,0.2,0.4,0.5,0.7,1.1,0.636,1.3,2.5,3.8,0.4,0.5,1.7,0.6,2.3
27,Ileri Ayo-Faleye,UVM,PF,10,19.5,5.3,1.6,3.7,0.432,0.4,1.0,0.4,1.7,2.1,0.81,1.5,3.2,4.7,0.5,0.2,0.9,0.6,2.2
28,Mason Gillis,PURD,PF,10,18.1,5.3,1.6,3.1,0.516,1.0,1.9,0.526,1.1,1.3,0.846,1.1,2.3,3.4,1.3,0.0,0.0,1.1,1.2
29,L.J. Wells,NKU,PF,10,18.7,5.3,2.0,4.5,0.444,0.1,0.7,0.143,1.2,1.8,0.667,1.2,2.5,3.7,1.3,0.5,0.2,1.5,1.8
30,Charlie Peterson,USMA,PF,10,17.9,5.3,2.2,5.8,0.379,0.1,1.5,0.067,0.8,2.3,0.348,1.7,3.7,5.4,1.4,0.4,0.1,2.1,1.6
31,Dylan Arnett,CLEST,PF,11,18.1,5.3,2.0,2.7,0.733,0.0,0.0,0.0,1.3,2.4,0.538,2.5,1.9,4.5,0.7,0.6,1.3,0.7,2.2
32,Nick Pringle,UA,PF,8,15.1,5.3,2.1,2.8,0.773,0.0,0.0,0.0,1.0,2.4,0.421,2.0,2.0,4.0,0.5,0.3,0.5,0.6,2.0
33,Omar Payne,UCF,PF,9,15.4,5.2,1.8,2.6,0.696,0.1,0.1,1.0,1.6,2.0,0.778,1.3,3.0,4.3,0.6,1.0,1.2,0.6,3.2
34,Paul Bizimana,POLY,PF,9,15.4,5.2,2.1,4.7,0.452,0.3,1.4,0.231,0.7,1.1,0.6,0.8,1.6,2.3,0.1,0.4,0.8,0.9,1.7
35,"Larry Hughes, Jr.",STLOU,PF,9,20.4,5.2,1.6,6.1,0.255,1.2,3.3,0.367,0.9,1.3,0.667,0.3,2.2,2.6,0.7,1.2,0.0,0.6,2.0
36,Cayden Vasko,CMU,PF,9,26.2,5.2,2.0,6.6,0.305,0.6,2.8,0.2,0.7,1.0,0.667,1.2,2.3,3.6,0.9,1.0,0.3,1.7,2.6
37,Ola Ajiboye,VAL,PF,10,18.6,5.2,1.7,3.3,0.515,0.0,0.0,0.0,1.8,3.1,0.581,1.7,2.6,4.3,0.5,0.7,0.8,1.2,2.8
38,Tunde Fasasi,LASAL,PF,10,18.0,5.2,1.6,4.1,0.39,1.2,3.0,0.4,0.8,1.4,0.571,0.6,1.5,2.1,0.4,0.6,0.6,0.7,2.4
39,Tyrel Bladen,NORF,PF,11,15.1,5.2,2.0,4.1,0.489,0.0,0.0,0.0,1.2,1.8,0.65,1.0,1.5,2.5,0.5,0.3,0.4,0.6,2.5
40,David Dixon,DUQ,PF,9,17.8,5.1,1.7,3.4,0.484,0.0,0.3,0.0,1.8,3.0,0.593,1.9,2.8,4.7,0.6,1.1,2.6,1.8,2.7
41,Antwone Woolfolk,RUTG,PF,9,17.7,5.1,2.0,3.3,0.6,0.1,0.4,0.25,1.0,2.6,0.391,1.2,2.4,3.7,0.8,0.6,0.1,0.8,2.2
42,Mason Forbes,STMRY,PF,10,16.1,5.1,2.2,3.4,0.647,0.0,0.1,0.0,0.7,2.2,0.318,1.4,2.2,3.6,0.5,0.3,1.2,0.3,1.8
43,Cesare Edwards,MZZST,PF,10,16.7,5.1,2.1,4.9,0.429,0.6,2.4,0.25,0.3,0.8,0.375,1.0,2.9,3.9,0.3,0.6,0.3,0.4,1.3
44,Luke Kasubke,ILLST,PF,10,16.5,5.0,1.5,4.2,0.357,1.2,2.9,0.414,0.8,1.2,0.667,0.3,1.8,2.1,0.7,0.2,0.0,1.0,1.8
45,George Smith,PENN,PF,12,26.9,4.9,1.7,4.0,0.417,1.2,3.2,0.368,0.4,0.8,0.5,0.4,3.0,3.4,1.8,1.1,0.2,0.8,2.1
46,Vlad Salaridze,UCR,PF,10,15.2,4.9,2.1,4.1,0.512,0.5,1.7,0.294,0.2,0.4,0.5,1.7,1.3,3.0,0.6,0.9,0.4,0.9,2.2
47,Clayton Southwick,SFA,PF,10,16.1,4.9,2.1,4.5,0.467,0.3,1.2,0.25,0.4,0.9,0.444,0.8,2.0,2.8,0.5,0.7,0.0,0.6,1.6
48,Andre Snoddy,SB,PF,9,25.1,4.9,1.8,5.4,0.327,0.2,1.1,0.2,1.1,1.4,0.769,1.7,4.3,6.0,1.0,0.4,0.2,1.6,1.0
49,Nolan Hodge,UNCW,PF,9,17.1,4.9,1.8,4.8,0.372,0.8,2.4,0.318,0.6,1.2,0.455,0.4,2.2,2.7,0.8,0.8,0.1,0.6,1.1
50,Evans Kipruto,UCSB,PF,8,15.9,4.9,1.9,3.0,0.625,0.0,0.0,0.0,1.1,1.5,0.75,1.4,2.0,3.4,0.9,0.1,0.4,1.3,1.5
51,Djahi Binet,ALCST,PF,7,16.4,4.9,2.0,3.4,0.583,0.0,0.0,0.0,0.9,1.7,0.5,1.1,2.6,3.7,0.3,0.0,0.3,0.7,2.4
52,Sultan Adewale,IONA,PF,10,18.5,4.8,2.0,4.3,0.465,0.0,0.0,0.0,0.8,1.3,0.615,2.6,1.7,4.3,0.4,0.6,1.2,0.6,1.6
53,Kiran Oliver,MORST,PF,10,16.9,4.8,1.8,3.8,0.474,0.2,1.5,0.133,1.0,1.7,0.588,1.4,2.6,4.0,0.3,0.8,0.8,0.5,2.3
54,Sam Alajiki,RICE,PF,10,17.6,4.8,1.7,4.0,0.425,0.9,2.9,0.31,0.5,0.7,0.714,0.9,2.0,2.9,0.5,0.2,0.2,0.6,1.9
55,Colby Duggan,CAM,PF,10,16.7,4.8,1.8,4.1,0.439,1.1,3.1,0.355,0.1,0.6,0.167,0.8,1.2,2.0,0.2,0.4,0.2,0.5,1.1
56,Ibbe Klintman,UCA,PF,9,15.0,4.8,1.6,3.2,0.483,0.6,1.3,0.417,1.1,1.8,0.625,0.2,1.9,2.1,1.0,0.4,0.2,1.0,0.4
57,Melvyn Ebonkoli,UMKC,PF,11,15.4,4.7,1.9,3.7,0.512,0.0,0.0,0.0,0.9,2.0,0.455,2.0,1.5,3.5,0.5,0.3,0.3,0.9,1.8
58,Raymond Espinal-Guzman,HEART,PF,11,15.5,4.7,1.7,3.5,0.5,0.0,0.0,0.0,1.3,2.7,0.467,1.7,2.1,3.8,0.1,0.2,0.4,0.9,2.2
59,Jordyn Surratt,USCU,PF,10,25.0,4.7,1.9,4.6,0.413,0.3,1.0,0.3,0.6,1.9,0.316,1.6,3.7,5.3,1.1,0.6,0.8,0.9,2.6
60,Justin Wilson,NSU,PF,10,15.1,4.7,1.9,3.2,0.594,0.0,0.0,0.0,0.9,1.9,0.474,1.6,1.1,2.7,0.4,0.3,0.5,0.5,2.9
61,"Reginald Duhart, Jr.",CHASO,PF,9,25.6,4.7,1.9,3.3,0.567,0.4,1.1,0.4,0.4,0.9,0.5,1.1,4.4,5.6,0.4,0.4,1.0,0.7,2.0
62,Anthony Crump,WMY,PF,9,19.3,4.7,2.1,4.9,0.432,0.2,0.8,0.286,0.2,3.0,0.074,1.0,3.7,4.7,0.8,0.6,0.0,1.6,2.6
63,Darius Duffy,UWM,PF,11,18.3,4.6,2.1,3.0,0.697,0.0,0.0,0.0,0.5,1.6,0.278,2.3,1.5,3.8,0.7,0.5,1.0,0.2,1.6
64,Abe Johnson,USMA,PF,10,16.7,4.6,1.7,3.3,0.515,0.0,0.0,0.0,1.2,2.2,0.545,1.9,3.3,5.2,1.2,0.9,0.8,0.6,2.0
65,Nate Brafford,GASO,PF,10,22.1,4.6,1.7,5.1,0.333,0.8,3.1,0.258,0.4,0.4,1.0,1.4,2.8,4.2,0.8,0.7,0.5,1.1,3.3
66,Dylan Cardwell,AUB,PF,9,15.7,4.6,1.8,2.9,0.615,0.0,0.0,0.0,1.0,1.6,0.643,2.2,1.7,3.9,0.9,0.6,1.0,0.9,2.1
67,Brigham Rogers,BLMNT,PF,11,19.0,4.5,1.6,2.9,0.563,0.2,0.3,0.667,1.1,2.4,0.462,1.5,2.1,3.6,0.7,0.6,0.8,1.2,2.2
68,Cade Potter,HP,PF,11,17.5,4.5,1.7,4.5,0.388,0.4,2.1,0.174,0.6,1.1,0.583,1.7,3.4,5.1,0.6,0.4,0.5,0.8,2.0
69,K.J. Debrick,CLEST,PF,5,15.0,4.4,1.6,2.8,0.571,0.0,0.2,0.0,1.2,1.4,0.857,1.2,3.4,4.6,0.6,0.4,2.0,0.6,1.4
70,Mahamdou Diawara,OREG,PF,9,16.8,4.3,1.6,2.3,0.667,0.0,0.0,0.0,1.2,2.0,0.611,1.9,3.3,5.2,1.0,0.4,0.6,1.1,2.3
71,Dean Reiber,CHAR,PF,9,17.9,4.3,1.7,3.1,0.536,0.8,2.1,0.368,0.2,0.3,0.667,0.4,1.2,1.7,0.7,0.6,0.3,0.4,1.7
72,Thomas Haugh,FLA,PF,9,18.7,4.2,1.6,3.8,0.412,0.4,1.2,0.364,0.7,1.8,0.375,1.6,3.8,5.3,1.1,0.3,0.8,0.7,2.7
73,George Tinsley,MSMU,PF,9,24.0,4.2,1.8,4.0,0.444,0.1,1.6,0.071,0.6,0.7,0.833,1.2,2.6,3.8,1.6,0.6,0.4,1.0,1.1
74,Chaney Johnson,AUB,PF,9,16.1,4.2,1.8,4.1,0.432,0.1,0.9,0.125,0.6,0.9,0.625,1.3,2.9,4.2,0.7,0.7,0.6,0.9,2.9
75,Justice Smith,ETSU,PF,9,16.1,4.2,1.3,5.1,0.261,0.3,2.1,0.158,1.2,2.1,0.579,0.8,1.4,2.2,0.7,0.8,0.2,1.1,1.7
76,Andersson Garcia,TAMU,PF,10,26.3,4.2,1.2,2.5,0.48,0.1,0.4,0.25,1.7,2.3,0.739,3.8,3.9,7.7,1.5,1.4,0.7,0.8,2.6
77,Tom Mark,CSUB,PF,8,20.4,4.1,1.6,3.4,0.481,0.0,0.4,0.0,0.9,0.9,1.0,1.0,2.4,3.4,0.9,1.0,1.1,0.6,1.6
78,Harrison Hornery,USC,PF,9,20.2,4.1,1.1,4.3,0.256,0.8,3.3,0.233,1.1,1.4,0.769,1.1,3.1,4.2,1.0,0.2,0.7,0.7,2.1
79,"Cornelius Robinson, Jr.",MONM,PF,10,15.9,4.1,1.7,3.7,0.459,0.2,0.6,0.333,0.5,0.7,0.714,0.7,2.1,2.8,0.6,1.1,0.2,0.6,2.6
80,"Barry Evans, Jr.",STBN,PF,9,19.2,4.0,1.7,3.0,0.556,0.3,1.2,0.273,0.3,0.8,0.429,1.7,4.1,5.8,1.2,1.0,0.6,0.7,1.8
81,Sam Lecholat,MTSTU,PF,8,24.1,4.0,1.3,3.9,0.323,0.4,2.3,0.167,1.1,1.9,0.6,1.3,2.5,3.8,1.8,0.6,0.9,1.3,2.5
82,Jalen DeLoach,UGA,PF,7,16.3,4.0,1.6,3.1,0.5,0.0,0.0,0.0,0.9,1.7,0.5,1.4,3.1,4.6,0.7,0.4,0.4,0.6,3.1
83,Marlon Short,UMBC,PF,13,19.1,3.9,1.8,4.2,0.426,0.1,0.4,0.2,0.3,0.8,0.4,0.6,2.4,3.0,0.8,0.5,0.0,1.0,1.2
84,Chandler Cuthrell,UTSA,PF,10,15.8,3.9,1.3,4.4,0.295,0.2,1.1,0.182,1.1,1.7,0.647,1.8,2.7,4.5,0.4,0.3,0.7,1.1,1.4
85,Robbie Beran,VT,PF,10,18.8,3.9,1.3,4.0,0.325,0.3,1.9,0.158,1.0,1.2,0.833,0.5,1.9,2.4,0.8,0.6,1.2,1.1,2.3
86,Babatunde Akingbola,GW,PF,11,23.8,3.7,1.5,2.9,0.531,0.0,0.0,0.0,0.6,1.2,0.538,1.8,3.2,5.0,0.1,0.7,3.5,0.4,2.4
87,Robert Lewis,UAPB,PF,11,17.4,3.7,1.5,3.0,0.485,0.2,1.0,0.182,0.6,0.9,0.7,0.8,2.4,3.2,0.7,0.4,0.8,0.9,1.8
88,Caleb Johnson,JKSNV,PF,10,15.0,3.7,1.2,3.5,0.343,0.3,1.4,0.214,1.0,1.3,0.769,1.2,1.0,2.2,0.6,0.3,0.2,0.5,1.2
89,Micah Octave,ALAST,PF,9,15.6,3.7,1.2,3.7,0.333,0.6,1.8,0.313,0.7,0.8,0.857,1.4,2.1,3.6,0.8,1.0,0.6,1.3,2.0
90,Amari Stroud,LBSU,PF,9,15.7,3.7,1.6,3.6,0.438,0.3,0.7,0.5,0.2,0.6,0.4,0.9,2.4,3.3,0.4,0.9,0.0,1.0,2.4
91,Kobe Clark,SEMO,PF,3,16.0,3.7,1.3,3.0,0.444,0.3,1.7,0.2,0.7,1.7,0.4,2.3,3.3,5.7,0.7,0.7,0.0,1.3,1.7
92,Donovan Rivers,JAC,PF,10,20.6,3.6,1.4,2.2,0.636,0.0,0.2,0.0,0.8,1.6,0.5,1.5,3.7,5.2,0.2,0.8,0.8,1.5,2.7
93,Carter Lang,VANDY,PF,8,15.3,3.5,1.1,2.3,0.5,0.0,0.0,0.0,1.3,2.5,0.5,1.9,3.1,5.0,0.5,0.5,0.1,1.1,1.6
94,Aidan Harris,STFPA,PF,10,17.7,3.5,1.2,3.1,0.387,0.3,1.0,0.3,0.8,1.0,0.8,1.2,2.4,3.6,0.0,0.4,0.2,0.8,2.2
95,Louis Semona,STONE,PF,12,17.8,3.3,1.3,4.3,0.308,0.5,2.2,0.231,0.2,0.2,1.0,0.7,1.7,2.3,0.8,0.7,0.1,1.3,1.0
96,Creed Williamson,UALR,PF,10,16.4,3.3,1.5,2.3,0.652,0.0,0.0,0.0,0.3,1.0,0.3,0.8,1.8,2.6,0.9,0.3,0.0,0.9,0.9
97,Aidan Shaw,MZZOU,PF,10,17.2,3.2,1.5,2.2,0.682,0.0,0.1,0.0,0.2,0.4,0.5,1.2,3.0,4.2,0.2,0.5,2.2,0.9,2.3
98,Joseph Tugler,U of H,PF,10,15.2,3.0,1.2,1.9,0.632,0.0,0.1,0.0,0.6,1.4,0.429,1.9,1.8,3.7,0.3,1.2,1.2,0.5,3.2
99,Mustapha Amzil,UNM,PF,10,16.0,2.8,0.9,4.5,0.2,0.1,2.1,0.048,0.9,1.2,0.75,0.3,1.5,1.8,0.4,0.7,0.1,0.6,2.2
0,Tray Pierce,RADF,PF,12,16.2,2.7,1.0,1.7,0.6,0.0,0.0,0.0,0.7,1.4,0.471,1.8,2.3,4.1,0.3,0.2,1.9,1.1,2.3
1,Khalil Horton,COPST,PF,5,15.0,2.6,0.8,2.4,0.333,0.6,2.0,0.3,0.4,1.2,0.333,0.2,0.8,1.0,0.4,0.4,0.0,1.2,1.4
2,Aladji Gassama,PEPP,PF,11,15.8,2.1,0.8,2.2,0.375,0.0,0.0,0.0,0.5,0.9,0.5,1.6,1.0,2.6,0.4,0.2,0.3,0.9,2.5
3,Tyrese Jenkins,NORF,PF,10,16.9,2.0,0.7,3.3,0.212,0.6,2.9,0.207,0.0,0.0,0.0,0.4,2.5,2.9,1.0,0.3,0.3,0.3,1.4
4,Malik Wade,CALBU,PF,9,16.2,1.7,0.7,1.1,0.6,0.0,0.0,0.0,0.3,0.4,0.75,1.3,2.9,4.2,0.8,0.6,0.1,1.1,2.4
5,Marqus Marion,WF,PF,9,18.3,1.6,0.4,1.0,0.444,0.2,0.6,0.4,0.4,0.7,0.667,1.2,2.4,3.7,0.2,0.7,0.4,0.4,1.3
0,Zach Edey,PURD,C,10,29.1,24.8,8.0,12.7,0.63,0.0,0.0,0.0,8.8,11.6,0.759,4.4,6.4,10.8,1.2,0.1,2.5,1.7,1.8
1,P.J. Hall,CLEM,C,9,28.2,20.1,7.3,13.3,0.55,1.9,4.7,0.405,3.6,4.7,0.762,2.1,5.3,7.4,2.6,1.0,2.3,1.3,3.2
2,B.J. Freeman,UWM,C,6,31.0,19.5,6.2,16.3,0.378,2.8,7.5,0.378,4.3,4.8,0.897,1.3,4.2,5.5,2.8,1.7,0.3,2.3,1.7
3,Hunter Dickinson,KU,C,10,31.4,19.4,7.9,12.4,0.637,1.1,1.9,0.579,2.5,3.4,0.735,2.7,9.9,12.6,1.9,1.3,1.3,1.8,1.6
4,Mervin James,RIDER,C,9,29.9,18.8,7.0,13.4,0.521,0.6,1.4,0.385,4.2,5.7,0.745,2.4,4.4,6.9,1.2,0.9,0.8,2.8,3.2
5,Quinten Post,BOS,C,11,31.7,18.7,7.2,13.5,0.534,1.5,3.3,0.472,2.8,3.4,0.838,2.6,6.1,8.7,3.4,0.8,2.2,2.7,2.3
6,Drew Pember,UNCA,C,10,25.0,18.6,5.5,11.0,0.5,1.8,4.4,0.409,5.8,7.2,0.806,1.2,5.5,6.7,3.1,1.0,1.6,2.8,1.0
7,Skylar Wicks,UIW,C,10,27.4,18.6,6.8,15.3,0.444,1.8,5.2,0.346,3.2,4.6,0.696,1.7,5.0,6.7,2.4,1.1,0.5,3.8,2.0
8,Great Osobor,USU,C,11,31.5,18.5,6.9,11.7,0.589,0.1,0.3,0.333,4.6,7.2,0.646,2.5,6.6,9.2,2.7,1.0,1.9,3.9,2.3
9,Kyle Filipowski,DUKE,C,10,29.2,18.4,6.7,13.0,0.515,1.1,3.4,0.324,3.9,5.3,0.736,2.3,6.9,9.2,3.0,1.2,1.9,1.8,2.4
10,Darlinstone Dubar,HOF,C,10,32.9,18.3,6.8,12.5,0.544,2.4,6.0,0.4,2.3,3.1,0.742,1.7,4.9,6.6,1.5,0.8,1.1,1.7,1.9
11,Dawson Garcia,MINN,C,9,29.6,18.2,6.1,12.4,0.491,0.8,2.8,0.28,5.2,6.1,0.855,2.2,5.2,7.4,2.1,0.7,1.1,1.4,0.9
12,Jy'Are Davis,DEL,C,9,33.3,18.0,6.7,14.4,0.462,0.9,3.1,0.286,3.8,4.6,0.829,1.1,6.2,7.3,2.9,1.0,0.7,1.9,2.0
13,Josh Cohen,UMass,C,7,28.0,18.0,6.6,11.0,0.597,0.6,1.1,0.5,4.3,7.3,0.588,3.0,5.0,8.0,2.1,1.4,0.6,1.6,3.0
14,Joel Soriano,STJ,C,9,28.3,17.8,6.8,9.9,0.685,0.8,0.9,0.875,3.4,4.7,0.738,4.7,5.9,10.6,1.3,0.1,1.8,1.2,2.4
15,Michael Ajayi,PEPP,C,12,34.3,17.4,7.1,14.9,0.475,1.3,2.3,0.556,2.0,2.9,0.686,2.8,7.3,10.0,2.2,1.3,0.4,2.3,2.7
16,Fardaws Aimaq,Cal,C,9,33.3,17.3,6.7,12.8,0.522,0.7,1.6,0.429,3.3,5.1,0.652,3.7,7.1,10.8,1.3,1.0,1.1,2.7,2.8
17,Touko Tainamo,DEN,C,11,29.7,17.3,5.7,11.9,0.481,0.9,2.8,0.323,4.9,6.5,0.761,2.5,5.4,7.9,0.7,0.5,0.6,1.5,2.1
18,Cade Tyson,BLMNT,C,9,30.8,17.1,6.3,12.6,0.504,2.2,5.4,0.408,2.2,2.7,0.833,1.1,3.6,4.7,1.8,1.0,0.4,1.3,2.3
19,Tristan Enaruna,CLEST,C,11,30.8,17.1,6.2,12.0,0.515,0.8,2.0,0.409,3.9,6.4,0.614,2.8,3.5,6.4,2.6,1.4,1.2,2.3,2.1
20,Ansley Almonor,FDU,C,12,29.4,16.8,5.8,13.7,0.421,2.9,7.8,0.372,2.4,3.2,0.763,1.3,4.3,5.6,1.3,0.4,0.6,1.5,2.4
21,Malik Dia,BLMNT,C,11,21.6,16.8,6.5,12.5,0.522,1.3,3.5,0.359,2.5,4.4,0.563,1.3,4.2,5.5,1.2,1.0,0.9,2.2,1.9
22,Kel'el Ware,IU,C,9,30.7,16.7,6.1,10.1,0.604,0.7,1.3,0.5,3.8,5.3,0.708,1.7,7.6,9.2,1.8,0.8,1.4,1.3,1.9
23,Chisom Okpara,HAR,C,9,26.7,16.7,5.4,11.9,0.458,1.2,3.0,0.407,4.6,6.9,0.661,1.0,4.6,5.6,1.6,0.6,0.9,1.9,2.9
24,Robbie Avila,INDST,C,8,27.9,16.6,5.9,10.3,0.573,1.3,3.1,0.4,3.6,4.5,0.806,0.9,4.9,5.8,3.8,0.6,0.6,2.4,2.9
25,Seth Towns,HWRD,C,7,30.6,16.6,5.0,11.9,0.422,2.7,6.1,0.442,3.9,4.7,0.818,1.6,5.4,7.0,2.4,1.0,0.4,1.4,2.6
26,T.J. Bickerstaff,JMU,C,9,23.4,16.6,6.9,10.3,0.667,0.0,0.3,0.0,2.8,5.1,0.543,2.9,5.8,8.7,1.8,0.9,0.3,1.9,2.8
27,Olivier Nkamhoua,MICH,C,10,32.1,16.5,6.6,11.9,0.555,1.2,3.2,0.375,2.1,3.1,0.677,1.9,5.3,7.2,2.7,0.8,0.7,2.6,2.9
28,Devontae Blanton,EKU,C,8,29.0,16.5,7.0,16.0,0.438,0.9,2.3,0.389,1.6,3.1,0.52,2.4,3.9,6.3,2.8,1.0,0.4,1.8,1.3
29,DaRon Holmes II,DAY,C,9,30.7,16.3,5.0,9.8,0.511,0.4,1.4,0.308,5.9,8.4,0.697,1.3,5.6,6.9,3.0,0.4,2.1,2.9,2.2
30,Gibson Jimerson,STLOU,C,11,34.8,16.3,4.6,11.5,0.405,2.4,6.1,0.388,4.6,5.4,0.864,0.8,2.3,3.1,2.3,0.6,0.2,2.2,0.9
31,Jesse Edwards,WVU,C,9,33.3,16.2,5.9,10.0,0.589,0.0,0.4,0.0,4.4,6.7,0.667,3.7,5.7,9.3,1.1,0.4,1.9,2.4,3.2
32,Obinna Anochili,MARSH,C,7,33.0,16.1,5.4,11.6,0.469,0.9,2.4,0.353,4.4,7.6,0.585,2.3,4.9,7.1,1.0,1.3,1.9,2.0,2.6
33,Julian Reese,UMD,C,10,30.5,16.0,5.0,9.0,0.556,0.0,0.0,0.0,6.0,8.9,0.674,3.4,6.5,9.9,1.0,1.1,1.9,1.6,2.8
34,Chibuzo Agbo,BOISE,C,10,30.8,16.0,5.2,10.5,0.495,2.7,5.9,0.458,2.9,3.8,0.763,1.2,4.3,5.5,0.8,1.0,0.3,1.6,1.5
35,N'Faly Dante,OREG,C,1,27.0,16.0,6.0,12.0,0.5,0.0,0.0,0.0,4.0,10.0,0.4,6.0,15.0,21.0,2.0,2.0,0.0,3.0,2.0
36,Luke Sutherland,MOYNE,C,10,27.7,15.9,5.2,10.8,0.481,2.4,5.4,0.444,3.1,3.4,0.912,1.0,2.1,3.1,1.3,0.4,0.9,1.2,1.8
37,Matt Rogers,AMERU,C,11,26.1,15.8,5.9,11.6,0.508,1.3,3.6,0.35,2.7,4.1,0.667,1.8,4.5,6.4,1.0,1.3,0.8,2.5,2.5
38,Ryan Kalkbrenner,CREI,C,10,28.0,15.8,6.4,10.0,0.64,0.6,1.8,0.333,2.4,3.6,0.667,2.7,4.0,6.7,1.4,0.2,2.2,1.3,1.6
39,Norchad Omier,UMFL,C,9,26.1,15.7,5.6,9.6,0.581,0.7,1.8,0.375,3.9,4.7,0.833,2.2,7.0,9.2,1.4,1.7,0.7,2.2,3.3
40,Alex Karaban,UConn,C,10,30.1,15.6,6.0,11.0,0.545,2.1,6.0,0.35,1.5,1.7,0.882,1.6,4.6,6.2,1.5,0.8,1.0,1.2,2.2
41,Tymu Chenery,BNGH,C,10,30.0,15.6,5.2,10.7,0.486,1.5,4.2,0.357,3.7,4.9,0.755,1.2,3.1,4.3,1.7,0.5,1.9,2.2,2.8
42,Kalib Boone,UNLV,C,7,25.4,15.6,7.0,10.3,0.681,0.0,0.0,0.0,1.6,2.4,0.647,2.0,3.3,5.3,1.3,1.7,2.1,1.4,3.1
